Date,^SOX,^VIX,^VIX^2,^SOX: Log_Returns,^VIX: Log_Returns,^VIX^2: Log_Returns,^SOX: Daily_RV,^SOX: Weekly_RV,^SOX: Daily_RV: Log_Returns,^SOX: Weekly_RV: Log_Returns,epsilon1,epsilon2
2012-01-09,382.5899963378906,21.06999969482422,443.94488713989267,0.019451386266263603,0.021103926929279832,0.04220785385855966,0.0003783564276793883,0.024623692924273154,3.8749925007618615,0.0,-0.0037118821402977384,-7.792338578873835e-05
2012-01-10,386.2799987792969,20.690000534057617,428.0761220993045,0.009598581803538056,-0.018199695762391194,-0.03639939152478246,9.213277263921188e-05,0.02642837539214455,-1.4126059641833653,0.07072915196890328,0.0014561816267059102,0.0706501968500812
2012-01-11,387.8900146484375,21.049999237060547,443.1024678802496,0.00415934009929529,0.017250006314429255,0.03450001262885848,1.730011006160575e-05,0.026753180104348274,-1.6725178540993701,0.012215090280634796,-4.391856680074219e-05,0.013082291487493328
2012-01-12,391.75,20.469999313354492,419.0208718887334,0.009902049198268821,-0.027940157755029157,-0.05588031551005848,9.80505783249362e-05,0.024365805645004908,1.7347705874644754,-0.09347260726462527,-0.0028354196003536197,-0.0925813158891122
2012-01-13,383.4700012207031,20.90999984741211,437.22809361877444,-0.02136248716327938,0.021267140013971748,0.04253428002794349,0.0004563558578012763,0.03228305664751122,1.537789444193084,0.2813617891842974,0.007507426738244408,0.2808199594120377
2012-01-17,385.2200012207031,22.200000762939453,492.8400338745123,0.0045532087520722565,0.059864817101697484,0.11972963420339502,2.0731709939947394e-05,0.02616430829903549,-3.0916084857884294,-0.21014632724214036,-0.0063385884712879835,-0.20597853222847073
2012-01-18,404.6000061035156,20.889999389648438,436.3920744995121,0.04908433699403,-0.06082177689380483,-0.12164355378760974,0.0024092721381435023,0.054787867217763346,4.755415554205273,0.7390725649462777,0.02887819795461328,0.7649464843442249
2012-01-19,412.1099853515625,19.8700008392334,394.81693335113596,0.018391328641300046,-0.05005944755114046,-0.10011889510228103,0.0003382409691923034,0.05764244315955011,-1.9633213954244138,0.050790388456944835,0.0024847581552316783,0.0732296863200623
2012-01-20,414.3399963378906,18.280000686645508,334.15842510376024,0.005396615519073367,-0.08340349521126209,-0.16680699042252412,2.912345906070351e-05,0.05704142472044096,-2.452214565376821,-0.010481403400915416,-0.0034747910259665393,-0.028292227610087678
2012-01-23,413.0899963378906,18.670000076293945,348.5689028488159,-0.0030214059485177357,0.021110358051409393,0.042220716102818676,9.128893905738359e-06,0.05297638313666001,-1.1600994648577494,-0.0739315403141318,0.0002270681896017271,0.049379936735362145
